accessible , 1 , positive
accomplished , 1 , positive
achievements , 2 , positive
adore , 1 , positive
advanced , 1 , positive
advantage , 1 , positive
advocate , 1 , positive
advocated , 1 , positive
advocates , 1 , positive
affirmation , 1 , positive
afford , 1 , positive
affordable , 2 , positive
amazing , 8 , positive
amusing , 5 , positive
appeal , 1 , positive
appreciate , 5 , positive
appreciated , 1 , positive
approval , 1 , positive
aspirations , 1 , positive
assuring , 1 , positive
attraction , 2 , positive
autonomous , 1 , positive
available , 4 , positive
award , 1 , positive
awards , 4 , positive
awesome , 1 , positive
beautiful , 3 , positive
beneficiary , 1 , positive
benefit , 2 , positive
benefits , 100 , positive
best , 21 , positive
better , 14 , positive
brave , 1 , positive
bravo , 3 , positive
breakthrough , 27 , positive
breakthroughs , 1 , positive
breathtaking , 1 , positive
bright , 1 , positive
brilliant , 3 , positive
capable , 2 , positive
celebrated , 1 , positive
celebration , 1 , positive
cheer , 3 , positive
clarity , 1 , positive
classy , 1 , positive
clean , 1 , positive
clear , 6 , positive
coherence , 1 , positive
comfort , 1 , positive
comfy , 1 , positive
commitment , 4 , positive
compassion , 1 , positive
confidence , 1 , positive
congratulations , 3 , positive
consistently , 1 , positive
contribution , 1 , positive
cool , 1 , positive
correct , 2 , positive
cure , 50 , positive
decent , 1 , positive
decisive , 1 , positive
dedicated , 3 , positive
defeated , 1 , positive
defeating , 2 , positive
defeats , 8 , positive
distinguished , 1 , positive
dominate , 1 , positive
easy , 4 , positive
educated , 7 , positive
effective , 12 , positive
effectively , 7 , positive
efficiently , 1 , positive
eloquently , 1 , positive
encourage , 2 , positive
encouraging , 2 , positive
engaging , 1 , positive
enhance , 1 , positive
enhanced , 9 , positive
enjoy , 2 , positive
enjoyable , 1 , positive
enjoyed , 1 , positive
enough , 13 , positive
envious , 1 , positive
ethical , 1 , positive
excel , 2 , positive
excellent , 3 , positive
excited , 13 , positive
excitement , 1 , positive
exciting , 1 , positive
extraordinary , 1 , positive
fair , 6 , positive
faithful , 2 , positive
famous , 1 , positive
fancy , 1 , positive
fans , 1 , positive
fantastic , 4 , positive
fascinating , 1 , positive
fast , 6 , positive
faster , 2 , positive
favorable , 1 , positive
favorite , 3 , positive
fine , 2 , positive
fortunate , 2 , positive
free , 28 , positive
freedom , 3 , positive
freedoms , 1 , positive
ftw , 2 , positive
fun , 10 , positive
generosity , 1 , positive
glad , 12 , positive
golden , 1 , positive
good , 67 , positive
grace , 1 , positive
grand , 4 , positive
grateful , 2 , positive
gratitude , 1 , positive
great , 35 , positive
greatest , 3 , positive
guidance , 4 , positive
hale , 1 , positive
hallmark , 1 , positive
happy , 15 , positive
healthy , 2 , positive
helped , 5 , positive
helpful , 3 , positive
helping , 5 , positive
holy , 2 , positive
honest , 1 , positive
honor , 3 , positive
hopeful , 1 , positive
hot , 1 , positive
hug , 2 , positive
humor , 1 , positive
ideally , 1 , positive
important , 20 , positive
impressed , 1 , positive
improve , 1 , positive
innovation , 1 , positive
insightful , 1 , positive
inspiration , 1 , positive
inspire , 8 , positive
inspiring , 3 , positive
instantly , 1 , positive
integral , 2 , positive
intelligence , 3 , positive
intelligent , 1 , positive
interesting , 13 , positive
intuitive , 1 , positive
justly , 1 , positive
kudos , 1 , positive
lead , 5 , positive
leading , 4 , positive
legendary , 1 , positive
liberty , 4 , positive
like , 60 , positive
liking , 2 , positive
love , 16 , positive
lovely , 6 , positive
loving , 1 , positive
luck , 3 , positive
lucky , 4 , positive
lucrative , 1 , positive
luxury , 2 , positive
magic , 1 , positive
magical , 1 , positive
marvelous , 1 , positive
master , 1 , positive
masters , 4 , positive
maturity , 2 , positive
miracle , 1 , positive
modern , 1 , positive
nice , 22 , positive
nicer , 2 , positive
outdo , 1 , positive
outstanding , 1 , positive
paramount , 1 , positive
passionate , 2 , positive
patience , 1 , positive
patient , 2 , positive
peace , 19 , positive
peach , 2 , positive
perfect , 1 , positive
personalized , 1 , positive
pleasant , 1 , positive
popular , 9 , positive
positive , 37 , positive
positives , 1 , positive
powerful , 4 , positive
praise , 1 , positive
preferably , 1 , positive
premier , 5 , positive
pretty , 14 , positive
pride , 1 , positive
privilege , 2 , positive
proactive , 2 , positive
productive , 1 , positive
progress , 1 , positive
prominent , 1 , positive
promise , 1 , positive
promised , 3 , positive
proper , 5 , positive
protect , 3 , positive
protective , 1 , positive
proud , 6 , positive
providence , 1 , positive
qualified , 2 , positive
rapid , 2 , positive
rational , 1 , positive
ready , 7 , positive
realistic , 1 , positive
recommend , 6 , positive
recommendation , 1 , positive
reconciliation , 1 , positive
refreshing , 1 , positive
refund , 8 , positive
refunded , 4 , positive
relaxed , 1 , positive
reliable , 1 , positive
renowned , 1 , positive
reputable , 1 , positive
reputation , 1 , positive
resilient , 1 , positive
respect , 1 , positive
right , 25 , positive
safe , 7 , positive
safely , 2 , positive
saint , 2 , positive
satisfy , 1 , positive
savings , 1 , positive
smart , 1 , positive
solidarity , 2 , positive
sophisticated , 1 , positive
spiritual , 1 , positive
stable , 3 , positive
striking , 3 , positive
strong , 5 , positive
stronger , 1 , positive
succeed , 1 , positive
sufficed , 1 , positive
super , 3 , positive
superior , 1 , positive
support , 21 , positive
supported , 2 , positive
supportive , 1 , positive
supports , 2 , positive
supreme , 1 , positive
survival , 1 , positive
sustainable , 1 , positive
sweet , 5 , positive
talented , 1 , positive
talents , 3 , positive
terrific , 1 , positive
thank , 20 , positive
thankful , 1 , positive
thrive , 1 , positive
timely , 1 , positive
top , 14 , positive
tough , 1 , positive
trump , 39 , positive
trust , 4 , positive
trusted , 2 , positive
unity , 1 , positive
unparalleled , 1 , positive
useful , 3 , positive
variety , 2 , positive
victory , 1 , positive
virtue , 1 , positive
warm , 1 , positive
wealthy , 1 , positive
welcome , 3 , positive
well , 27 , positive
wellbeing , 1 , positive
willing , 3 , positive
win , 4 , positive
winner , 3 , positive
winning , 1 , positive
wins , 2 , positive
wise , 1 , positive
won , 1 , positive
wonder , 6 , positive
wonderful , 9 , positive
work , 38 , positive
worked , 102 , positive
works , 4 , positive
worth , 1 , positive
wow , 7 , positive
yay , 2 , positive
absence , 1 , negative
afraid , 1 , negative
alarming , 1 , negative
anarchy , 1 , negative
anxiety , 1 , negative
appalling , 1 , negative
ashamed , 1 , negative
assault , 2 , negative
attack , 2 , negative
bad , 10 , negative
baffled , 1 , negative
bastard , 1 , negative
begging , 1 , negative
biased , 1 , negative
bitch , 1 , negative
bizarre , 1 , negative
blame , 5 , negative
blind , 1 , negative
bore , 1 , negative
bored , 1 , negative
break , 13 , negative
breaking , 49 , negative
breaks , 1 , negative
broke , 1 , negative
brutal , 1 , negative
bs , 3 , negative
bullshit , 2 , negative
cancer , 2 , negative
catastrophe , 1 , negative
chaos , 3 , negative
cheat , 1 , negative
cheating , 1 , negative
chill , 1 , negative
clash , 3 , negative
cold , 2 , negative
collapse , 1 , negative
complaint , 1 , negative
complex , 35 , negative
complicated , 1 , negative
complicit , 1 , negative
concern , 5 , negative
concerned , 4 , negative
concerns , 13 , negative
condescending , 1 , negative
confront , 1 , negative
confuse , 1 , negative
confused , 1 , negative
confusion , 4 , negative
conservative , 1 , negative
contamination , 1 , negative
contradictory , 1 , negative
corruption , 1 , negative
crack , 1 , negative
crappy , 1 , negative
crash , 1 , negative
crashed , 1 , negative
craziness , 1 , negative
crazy , 3 , negative
crippling , 4 , negative
crisis , 8 , negative
critical , 3 , negative
criticize , 5 , negative
crowded , 7 , negative
crush , 1 , negative
damage , 1 , negative
damn , 2 , negative
danger , 3 , negative
dark , 2 , negative
dead , 4 , negative
death , 12 , negative
debacle , 1 , negative
deceptive , 1 , negative
deficient , 1 , negative
delay , 4 , negative
denial , 1 , negative
denied , 2 , negative
dense , 1 , negative
denying , 4 , negative
destruction , 1 , negative
deteriorating , 1 , negative
devastating , 1 , negative
die , 4 , negative
died , 4 , negative
dies , 11 , negative
difficulties , 1 , negative
dirt , 1 , negative
disabled , 1 , negative
disappointed , 2 , negative
disappointments , 1 , negative
discouraging , 4 , negative
disgracefully , 1 , negative
disgusting , 1 , negative
disheartening , 7 , negative
disliked , 1 , negative
displaced , 3 , negative
disrespectful , 1 , negative
disturbing , 1 , negative
doom , 1 , negative
doubt , 1 , negative
drag , 1 , negative
drones , 2 , negative
drunken , 1 , negative
dumb , 1 , negative
emergency , 17 , negative
enemy , 1 , negative
envious , 1 , negative
epidemic , 2 , negative
excuse , 1 , negative
expensive , 3 , negative
failed , 5 , negative
failing , 3 , negative
fake , 1 , negative
fall , 1 , negative
falling , 1 , negative
falls , 1 , negative
false , 2 , negative
fat , 2 , negative
fatal , 10 , negative
fear , 5 , negative
fearful , 1 , negative
fell , 1 , negative
fever , 9 , negative
fiction , 1 , negative
filthy , 1 , negative
flagrantly , 1 , negative
fleeing , 1 , negative
fraudulent , 1 , negative
fuck , 7 , negative
fucking , 2 , negative
funny , 5 , negative
greasy , 1 , negative
greed , 1 , negative
greedy , 1 , negative
gross , 3 , negative
guilty , 1 , negative
hack , 2 , negative
harass , 1 , negative
harassment , 1 , negative
hard , 2 , negative
harm , 1 , negative
hate , 1 , negative
hates , 1 , negative
heartbreaking , 2 , negative
hedge , 1 , negative
hell , 4 , negative
horrible , 2 , negative
hurt , 1 , negative
hysteria , 3 , negative
idiots , 1 , negative
ignorance , 1 , negative
ignore , 3 , negative
illegal , 1 , negative
impossible , 3 , negative
inaction , 5 , negative
incoherent , 1 , negative
incompetence , 1 , negative
inconsiderate , 1 , negative
inconsistency , 3 , negative
incorrect , 1 , negative
indoctrination , 1 , negative
infamous , 1 , negative
infected , 8 , negative
infection , 4 , negative
infections , 1 , negative
inhumanity , 1 , negative
injury , 1 , negative
insane , 1 , negative
insecurity , 1 , negative
insult , 1 , negative
intense , 1 , negative
ire , 2 , negative
irregular , 1 , negative
irresponsible , 10 , negative
isolate , 3 , negative
isolated , 37 , negative
isolation , 9 , negative
issue , 11 , negative
issues , 5 , negative
jealous , 1 , negative
jeopardize , 1 , negative
joke , 3 , negative
kill , 1 , negative
killed , 1 , negative
killing , 1 , negative
kills , 1 , negative
lack , 2 , negative
lame , 1 , negative
lemon , 1 , negative
lethal , 1 , negative
liars , 1 , negative
lie , 3 , negative
lied , 2 , negative
lies , 4 , negative
limit , 5 , negative
limited , 3 , negative
limits , 2 , negative
longing , 1 , negative
loose , 1 , negative
lose , 5 , negative
losing , 2 , negative
loss , 2 , negative
losses , 1 , negative
lost , 1 , negative
lying , 4 , negative
mad , 1 , negative
madness , 2 , negative
mar , 7 , negative
meltdown , 1 , negative
mess , 2 , negative
messed , 1 , negative
misconception , 1 , negative
miss , 10 , negative
missed , 1 , negative
morons , 1 , negative
mysterious , 1 , negative
myth , 1 , negative
nefarious , 1 , negative
negative , 2 , negative
negligent , 2 , negative
nightmare , 1 , negative
nonsense , 1 , negative
object , 2 , negative
obstruct , 1 , negative
offensive , 1 , negative
outbreak , 21 , negative
overrated , 1 , negative
overwhelmed , 2 , negative
pain , 1 , negative
panic , 5 , negative
partisan , 1 , negative
pig , 1 , negative
pinch , 1 , negative
plagiarize , 1 , negative
plague , 4 , negative
poor , 4 , negative
poorly , 6 , negative
poverty , 2 , negative
pretend , 2 , negative
prison , 4 , negative
problem , 5 , negative
problems , 8 , negative
prosecute , 1 , negative
racism , 2 , negative
racist , 2 , negative
rant , 1 , negative
rape , 1 , negative
recklessly , 1 , negative
refuse , 4 , negative
refused , 2 , negative
refuses , 12 , negative
refusing , 1 , negative
regretfully , 2 , negative
regrets , 1 , negative
renounce , 1 , negative
resistance , 1 , negative
restrict , 2 , negative
ridiculous , 1 , negative
rip , 1 , negative
risk , 9 , negative
ruining , 2 , negative
rumor , 1 , negative
rumors , 1 , negative
sad , 5 , negative
sadly , 3 , negative
scam , 3 , negative
scandal , 1 , negative
scared , 1 , negative
scary , 4 , negative
scramble , 3 , negative
scream , 1 , negative
selfish , 2 , negative
selfishly , 1 , negative
shit , 5 , negative
shocking , 1 , negative
shortage , 2 , negative
shortsighted , 1 , negative
shrug , 1 , negative
sick , 8 , negative
slander , 1 , negative
slow , 2 , negative
slower , 1 , negative
smack , 2 , negative
smoke , 2 , negative
sober , 2 , negative
sorrow , 1 , negative
sorry , 7 , negative
spoil , 1 , negative
stain , 1 , negative
standstill , 2 , negative
startling , 1 , negative
steal , 1 , negative
stealing , 2 , negative
stigma , 1 , negative
stole , 2 , negative
stolen , 8 , negative
strained , 5 , negative
strange , 2 , negative
stranger , 5 , negative
stress , 1 , negative
stressful , 1 , negative
struggle , 1 , negative
stuck , 1 , negative
stumbled , 3 , negative
stunt , 1 , negative
stupid , 5 , negative
stupidity , 5 , negative
subpoenas , 2 , negative
suffer , 1 , negative
suffered , 1 , negative
suffers , 1 , negative
suppression , 1 , negative
swamped , 4 , negative
swipe , 2 , negative
symptoms , 3 , negative
terrible , 1 , negative
terror , 1 , negative
threat , 3 , negative
threaten , 3 , negative
tortured , 1 , negative
trashed , 1 , negative
trauma , 2 , negative
troubles , 1 , negative
tumble , 1 , negative
ugh , 1 , negative
unable , 3 , negative
unavailable , 10 , negative
unbelievable , 1 , negative
uncertain , 3 , negative
undocumented , 2 , negative
unfortunately , 4 , negative
uninsured , 6 , negative
unknown , 1 , negative
unprepared , 1 , negative
unusual , 1 , negative
upsetting , 1 , negative
urgent , 3 , negative
vice , 1 , negative
violent , 1 , negative
viper , 1 , negative
virus , 98 , negative
vulnerable , 2 , negative
warned , 2 , negative
warning , 7 , negative
waste , 3 , negative
wasting , 6 , negative
weaken , 1 , negative
weakening , 2 , negative
weed , 2 , negative
weird , 1 , negative
whining , 1 , negative
whores , 1 , negative
wild , 1 , negative
worried , 5 , negative
worries , 2 , negative
worry , 6 , negative
worse , 4 , negative
worst , 1 , negative
wrong , 5 , negative
