Article number with highest relative frequency :  ,17
Article # , Relative Frequency
17,0.08
710,0.08
8,0.06
16,0.06
36,0.06
701,0.06
709,0.06
729,0.06
10,0.05
11,0.05
14,0.05
32,0.05
39,0.05
413,0.05
703,0.05
704,0.05
707,0.05
725,0.05
732,0.05
1106,0.05
13,0.04
26,0.04
27,0.04
29,0.04
48,0.04
53,0.04
56,0.04
59,0.04
61,0.04
63,0.04
67,0.04
78,0.04
333,0.04
395,0.04
406,0.04
407,0.04
462,0.04
671,0.04
706,0.04
719,0.04
720,0.04
722,0.04
741,0.04
746,0.04
749,0.04
752,0.04
754,0.04
756,0.04
760,0.04
771,0.04
1026,0.04
1088,0.04
1099,0.04
1100,0.04
1155,0.04
1364,0.04
22,0.03
25,0.03
31,0.03
34,0.03
35,0.03
37,0.03
45,0.03
46,0.03
51,0.03
54,0.03
55,0.03
57,0.03
66,0.03
70,0.03
72,0.03
73,0.03
75,0.03
83,0.03
87,0.03
92,0.03
93,0.03
95,0.03
96,0.03
97,0.03
166,0.03
178,0.03
244,0.03
324,0.03
336,0.03
350,0.03
378,0.03
401,0.03
434,0.03
445,0.03
456,0.03
480,0.03
514,0.03
529,0.03
574,0.03
652,0.03
657,0.03
715,0.03
718,0.03
724,0.03
727,0.03
728,0.03
730,0.03
738,0.03
739,0.03
744,0.03
747,0.03
748,0.03
750,0.03
759,0.03
763,0.03
765,0.03
766,0.03
768,0.03
776,0.03
780,0.03
785,0.03
786,0.03
788,0.03
789,0.03
790,0.03
859,0.03
871,0.03
937,0.03
1017,0.03
1029,0.03
1043,0.03
1071,0.03
1094,0.03
1127,0.03
1138,0.03
1149,0.03
1173,0.03
1207,0.03
1222,0.03
1266,0.03
1345,0.03
1350,0.03
1,0.02
3,0.02
7,0.02
12,0.02
19,0.02
24,0.02
28,0.02
30,0.02
33,0.02
38,0.02
42,0.02
49,0.02
52,0.02
60,0.02
62,0.02
64,0.02
68,0.02
69,0.02
71,0.02
77,0.02
79,0.02
80,0.02
81,0.02
85,0.02
86,0.02
89,0.02
90,0.02
91,0.02
94,0.02
98,0.02
99,0.02
100,0.02
115,0.02
141,0.02
150,0.02
157,0.02
192,0.02
237,0.02
303,0.02
308,0.02
323,0.02
332,0.02
339,0.02
343,0.02
363,0.02
367,0.02
370,0.02
421,0.02
422,0.02
426,0.02
429,0.02
431,0.02
444,0.02
451,0.02
463,0.02
470,0.02
476,0.02
478,0.02
487,0.02
507,0.02
513,0.02
516,0.02
518,0.02
563,0.02
573,0.02
578,0.02
592,0.02
598,0.02
605,0.02
616,0.02
636,0.02
659,0.02
688,0.02
694,0.02
696,0.02
700,0.02
705,0.02
712,0.02
717,0.02
721,0.02
723,0.02
726,0.02
731,0.02
735,0.02
742,0.02
745,0.02
753,0.02
755,0.02
757,0.02
761,0.02
762,0.02
764,0.02
770,0.02
772,0.02
773,0.02
774,0.02
778,0.02
779,0.02
782,0.02
783,0.02
784,0.02
787,0.02
791,0.02
792,0.02
793,0.02
808,0.02
834,0.02
843,0.02
850,0.02
885,0.02
930,0.02
996,0.02
1001,0.02
1016,0.02
1025,0.02
1032,0.02
1036,0.02
1056,0.02
1060,0.02
1063,0.02
1114,0.02
1115,0.02
1119,0.02
1122,0.02
1124,0.02
1137,0.02
1144,0.02
1156,0.02
1163,0.02
1169,0.02
1171,0.02
1180,0.02
1200,0.02
1206,0.02
1209,0.02
1211,0.02
1256,0.02
1267,0.02
1271,0.02
1285,0.02
1291,0.02
1298,0.02
1309,0.02
1337,0.02
1352,0.02
1381,0.02
2,0.01
18,0.01
23,0.01
43,0.01
44,0.01
47,0.01
58,0.01
65,0.01
74,0.01
82,0.01
88,0.01
101,0.01
109,0.01
124,0.01
190,0.01
245,0.01
328,0.01
347,0.01
351,0.01
355,0.01
365,0.01
398,0.01
400,0.01
402,0.01
403,0.01
404,0.01
405,0.01
417,0.01
418,0.01
433,0.01
443,0.01
446,0.01
447,0.01
450,0.01
454,0.01
461,0.01
464,0.01
475,0.01
485,0.01
488,0.01
494,0.01
495,0.01
502,0.01
503,0.01
508,0.01
517,0.01
524,0.01
536,0.01
566,0.01
577,0.01
582,0.01
589,0.01
608,0.01
610,0.01
629,0.01
633,0.01
643,0.01
655,0.01
656,0.01
661,0.01
662,0.01
666,0.01
682,0.01
691,0.01
695,0.01
711,0.01
716,0.01
736,0.01
737,0.01
740,0.01
751,0.01
758,0.01
767,0.01
775,0.01
781,0.01
794,0.01
802,0.01
817,0.01
883,0.01
938,0.01
1021,0.01
1040,0.01
1044,0.01
1048,0.01
1058,0.01
1091,0.01
1093,0.01
1095,0.01
1096,0.01
1097,0.01
1098,0.01
1110,0.01
1111,0.01
1126,0.01
1136,0.01
1139,0.01
1140,0.01
1143,0.01
1147,0.01
1154,0.01
1157,0.01
1167,0.01
1178,0.01
1181,0.01
1187,0.01
1188,0.01
1195,0.01
1196,0.01
1201,0.01
1210,0.01
1217,0.01
1229,0.01
1259,0.01
1270,0.01
1275,0.01
1282,0.01
1301,0.01
1303,0.01
1322,0.01
1326,0.01
1333,0.01
1348,0.01
1349,0.01
1354,0.01
1355,0.01
1359,0.01
1375,0.01
1384,0.01